type,url,date
 Journée Mondiale de la santé,https://www.journee-mondiale.com/180/journee-mondiale-de-la-sante.htm,7 avril
 Journée nationale des ambulanciers,https://www.journee-mondiale.com/572/journee-nationale-des-ambulanciers.htm,8 avril
 Journée internationale des Roms,https://www.journee-mondiale.com/186/journee-internationale-des-roms.htm,8 avril
 Journée mondiale de la licorne,https://www.journee-mondiale.com/603/journee-mondiale-de-la-licorne.htm,9 avril
 Journée internationale des frères et sœurs,https://www.journee-mondiale.com/614/journee-internationale-des-freres-et-surs.htm,10 avril
 Journée Mondiale de la maladie de Parkinson,https://www.journee-mondiale.com/185/journee-mondiale-de-la-maladie-de-parkinson.htm,11 avril
 Journée internationale du vol spatial habité,https://www.journee-mondiale.com/480/journee-internationale-du-vol-spatial-habite.htm,12 avril
 Journée des enfants des rues,https://www.journee-mondiale.com/214/journee-des-enfants-des-rues.htm,12 avril
 Journée mondiale du scrabble,https://www.journee-mondiale.com/640/journee-mondiale-du-scrabble.htm,13 avril
 Journée mondiale de la maladie de Chagas,https://www.journee-mondiale.com/639/journee-mondiale-de-la-maladie-de-chagas.htm,14 avril
 Journées internationales de la Gastronomie,https://www.journee-mondiale.com/539/journees-internationales-de-la-gastronomie.htm,14 avril
 Journée Mondiale de l'Art,https://www.journee-mondiale.com/308/journee-mondiale-de-l-art.htm,15 avril
 Journée Mondiale contre l'esclavage des enfants,https://www.journee-mondiale.com/331/journee-mondiale-contre-l-esclavage-des-enfants.htm,16 avril
 Journée mondiale de la voix,https://www.journee-mondiale.com/263/journee-mondiale-de-la-voix.htm,16 avril
 Journée Mondiale des luttes paysannes,https://www.journee-mondiale.com/69/journee-mondiale-des-luttes-paysannes.htm,17 avril
 Journées nationales des numismates,https://www.journee-mondiale.com/690/journees-nationales-des-numismates.htm,17 avril
 Journée Mondiale de l'hémophilie,https://www.journee-mondiale.com/68/journee-mondiale-de-l-hemophilie.htm,17 avril
 Journée mondiale des radio amateurs,https://www.journee-mondiale.com/411/journee-mondiale-des-radio-amateurs.htm,18 avril
 Journée internationale des monuments et des sites,https://www.journee-mondiale.com/269/journee-internationale-des-monuments-et-des-sites.htm,18 avril
 Journée Mondiale du cirque,https://www.journee-mondiale.com/381/journee-mondiale-du-cirque.htm,19 avril
 Journée internationale de la langue chinoise,https://www.journee-mondiale.com/642/journee-internationale-de-la-langue-chinoise.htm,20 avril
 Journée mondiale de la créativité et de l’innovation,https://www.journee-mondiale.com/641/journee-mondiale-de-la-creativite-et-de-l-innovation.htm,21 avril
 Journée Mondiale des adjoint(e)s administratifs (-ves) et secrétaires,https://www.journee-mondiale.com/111/journee-mondiale-des-adjointes-administratifs--ves-et-secretaires.htm,21 avril
 Semaine mondiale des Déficits Immunitaires Primitifs,https://www.journee-mondiale.com/372/semaine-mondiale-des-deficits-immunitaires-primitifs.htm,22 avril
 Journée Mondiale de la Terre,https://www.journee-mondiale.com/112/journee-mondiale-de-la-terre.htm,22 avril
 Journée Mondiale du livre et du droit d'auteur,https://www.journee-mondiale.com/120/journee-mondiale-du-livre-et-du-droit-d-auteur.htm,23 avril
 Journée Mondiale des animaux dans les laboratoires,https://www.journee-mondiale.com/328/journee-mondiale-des-animaux-dans-les-laboratoires.htm,24 avril
 Journée nationale des véhicules d'époque,https://www.journee-mondiale.com/573/journee-nationale-des-vehicules-d-epoque.htm,24 avril
 Journée Mondiale de la photographie au Sténopé,https://www.journee-mondiale.com/135/journee-mondiale-de-la-photographie-au-stenope.htm,24 avril
 Fashion Revolution Day,https://www.journee-mondiale.com/384/fashion-revolution-day.htm,24 avril
 Journée mondiale de la lutte contre les méningites,https://www.journee-mondiale.com/646/journee-mondiale-de-la-lutte-contre-les-meningites.htm,24 avril
 Journée Mondiale pour la sauvegarde du lien parental,https://www.journee-mondiale.com/216/journee-mondiale-pour-la-sauvegarde-du-lien-parental.htm,25 avril
 Journée Mondiale des Manchots,https://www.journee-mondiale.com/518/journee-mondiale-des-manchots.htm,25 avril
 Journée Mondiale du paludisme,https://www.journee-mondiale.com/126/journee-mondiale-du-paludisme.htm,25 avril
 Journée Mondiale de la propriété intellectuelle,https://www.journee-mondiale.com/134/journee-mondiale-de-la-propriete-intellectuelle.htm,26 avril
 La Journée internationale des chiens-guides,https://www.journee-mondiale.com/644/la-journee-internationale-des-chiens-guides.htm,27 avril
 Journée Mondiale sur la sécurité et la santé au travail,https://www.journee-mondiale.com/145/journee-mondiale-sur-la-securite-et-la-sante-au-travail.htm,28 avril
 Journée Internationale de la danse,https://www.journee-mondiale.com/149/journee-internationale-de-la-danse.htm,29 avril
 Journée Mondiale des Mobilités et de l'Accessibilité,https://www.journee-mondiale.com/266/journee-mondiale-des-mobilites-et-de-l-accessibilite.htm,30 avril
 Journée Internationale du Jazz,https://www.journee-mondiale.com/316/journee-internationale-du-jazz.htm,30 avril
 Journée de la non-violence éducative,https://www.journee-mondiale.com/377/journee-de-la-non-violence-educative.htm,30 avril
 Journée Mondiale du rire,https://www.journee-mondiale.com/159/journee-mondiale-du-rire.htm,1 mai
 Journée mondiale du travail,https://www.journee-mondiale.com/2/journee-mondiale-du-travail.htm,1 mai
 Journée Internationale des Mères endeuillées,https://www.journee-mondiale.com/500/journee-internationale-des-meres-endeuillees.htm,1 mai
 Journée mondiale du thon,https://www.journee-mondiale.com/693/journee-mondiale-du-thon.htm,2 mai
 Journée du soleil,https://www.journee-mondiale.com/50/journee-du-soleil.htm,3 mai
 Journée Mondiale de l'asthme,https://www.journee-mondiale.com/171/journee-mondiale-de-l-asthme.htm,3 mai
 Journée Mondiale de la liberté de la presse,https://www.journee-mondiale.com/160/journee-mondiale-de-la-liberte-de-la-presse.htm,3 mai
 Journée Star wars,https://www.journee-mondiale.com/325/journee-star-wars.htm,4 mai
 Journée internationale des pompiers,https://www.journee-mondiale.com/427/journee-internationale-des-pompiers.htm,4 mai
 Journée mondiale de l'hygiène des mains,https://www.journee-mondiale.com/606/journee-mondiale-de-l-hygiene-des-mains.htm,5 mai
 Journée Mondiale de la Sage-Femme,https://www.journee-mondiale.com/49/journee-mondiale-de-la-sage-femme.htm,5 mai
 Journée mondiale de la langue portugaise,https://www.journee-mondiale.com/673/journee-mondiale-de-la-langue-portugaise.htm,5 mai
 Journée du Patrimoine mondial Africain,https://www.journee-mondiale.com/559/journee-du-patrimoine-mondial-africain.htm,5 mai
 Journée Mondiale du coloriage,https://www.journee-mondiale.com/337/journee-mondiale-du-coloriage.htm,6 mai
 Journée internationale sans régime,https://www.journee-mondiale.com/336/journee-internationale-sans-regime.htm,6 mai
 journée mondiale du mot de passe,https://www.journee-mondiale.com/648/journee-mondiale-du-mot-de-passe.htm,6 mai
 Journée mondiale du jardinage nu,https://www.journee-mondiale.com/538/journee-mondiale-du-jardinage-nu.htm,7 mai
 Journée Mondiale des orphelins du SIDA,https://www.journee-mondiale.com/182/journee-mondiale-des-orphelins-du-sida.htm,7 mai
 Journée mondiale du scrapbooking,https://www.journee-mondiale.com/431/journee-mondiale-du-scrapbooking.htm,7 mai
 Journée internationale des drones,https://www.journee-mondiale.com/413/journee-internationale-des-drones.htm,7 mai
 Journée Mondiale de prière pour les Vocations,https://www.journee-mondiale.com/150/journee-mondiale-de-priere-pour-les-vocations.htm,8 mai
 Journée Mondiale de La Croix Rouge,https://www.journee-mondiale.com/191/journee-mondiale-de-la-croix-rouge.htm,8 mai
 Journées du souvenir et de la réconciliation en l'honneur des morts de la Seconde Guerre mondiale,https://www.journee-mondiale.com/481/journees-du-souvenir-et-de-la-reconciliation-en-l-honneur-des-morts-de-la-seconde-guerre-mondiale.htm,9 mai
 Journée de l'Europe,https://www.journee-mondiale.com/199/journee-de-l-europe.htm,9 mai
 Journée mondiale du lupus,https://www.journee-mondiale.com/220/journee-mondiale-du-lupus.htm,10 mai
 Journée commémorative de l'abolition de l'esclavage en France métropolitaine,https://www.journee-mondiale.com/11/journee-commemorative-de-l-abolition-de-l-esclavage-en-france-metropolitaine.htm,10 mai
 Journée mondiale des éspèces menacées,https://www.journee-mondiale.com/484/journee-mondiale-des-especes-menacees.htm,11 mai
 Journée internationale des femmes en mathématiques,https://www.journee-mondiale.com/679/journee-internationale-des-femmes-en-mathematiques.htm,12 mai
 Journée Internationale de l'infirmière,https://www.journee-mondiale.com/28/journee-internationale-de-l-infirmiere.htm,12 mai
 Journée Mondiale de la fibromyalgie,https://www.journee-mondiale.com/27/journee-mondiale-de-la-fibromyalgie.htm,12 mai
 Journée mondiale de l'Encéphalomyélite Myalgique,https://www.journee-mondiale.com/660/journee-mondiale-de-l-encephalomyelite-myalgique.htm,12 mai
 Journée mondiale de la maladie cœliaque,https://www.journee-mondiale.com/77/journee-mondiale-de-la-maladie-cliaque.htm,13 mai
 Journée mondiale de l'ingénierie pour l'avenir,https://www.journee-mondiale.com/208/journee-mondiale-de-l-ingenierie-pour-l-avenir.htm,13 mai
 Journée mondiale du commerce équitable,https://www.journee-mondiale.com/198/journee-mondiale-du-commerce-equitable.htm,14 mai
 Jour de l'orgue,https://www.journee-mondiale.com/329/jour-de-l-orgue.htm,15 mai
 Journée Internationale des familles,https://www.journee-mondiale.com/48/journee-internationale-des-familles.htm,15 mai
 Journée internationale de la lumière,https://www.journee-mondiale.com/560/journee-internationale-de-la-lumiere.htm,16 mai
 Journée internationale du vivre ensemble,https://www.journee-mondiale.com/521/journee-internationale-du-vivre-ensemble.htm,16 mai
 Journée Mondiale contre l'hypertension,https://www.journee-mondiale.com/41/journee-mondiale-contre-l-hypertension.htm,17 mai
 Journée internationale contre l'homophobie,https://www.journee-mondiale.com/71/journee-internationale-contre-l-homophobie.htm,17 mai
 Journée Mondiale des Télécommunications,https://www.journee-mondiale.com/72/journee-mondiale-des-telecommunications.htm,17 mai
 Journée Internationale des musées,https://www.journee-mondiale.com/78/journee-internationale-des-musees.htm,18 mai
 Journée mondiale des MICI,https://www.journee-mondiale.com/347/journee-mondiale-des-mici.htm,19 mai
 Journée mondiale de la métrologie,https://www.journee-mondiale.com/505/journee-mondiale-de-la-metrologie.htm,20 mai
 Journée européenne de la mer,https://www.journee-mondiale.com/417/journee-europeenne-de-la-mer.htm,20 mai
 Journée mondiale des abeilles,https://www.journee-mondiale.com/554/journee-mondiale-des-abeilles.htm,20 mai
 Journée Mondiale de la diversité culturelle pour le dialogue et le développement,https://www.journee-mondiale.com/102/journee-mondiale-de-la-diversite-culturelle-pour-le-dialogue-et-le-developpement.htm,21 mai
 Journée mondiale des poissons migrateurs,https://www.journee-mondiale.com/478/journee-mondiale-des-poissons-migrateurs.htm,21 mai
 Journée internationale du thé,https://www.journee-mondiale.com/465/journee-internationale-du-the.htm,21 mai
 Journée Mondiale de la biodiversité,https://www.journee-mondiale.com/115/journee-mondiale-de-la-biodiversite.htm,22 mai
 Journée (nationale) du marin,https://www.journee-mondiale.com/334/journee-nationale-du-marin.htm,23 mai
 Journée mondiale de la tortue,https://www.journee-mondiale.com/568/journee-mondiale-de-la-tortue.htm,23 mai
 Journée mondiale du bricolage,https://www.journee-mondiale.com/389/journee-mondiale-du-bricolage.htm,24 mai
 Journée Mondiale de l'Afrique,https://www.journee-mondiale.com/128/journee-mondiale-de-l-afrique.htm,25 mai
 Journée mondiale de la thyroïde,https://www.journee-mondiale.com/378/journee-mondiale-de-la-thyroide.htm,25 mai
 Journée Mondiale des enfants disparus,https://www.journee-mondiale.com/129/journee-mondiale-des-enfants-disparus.htm,25 mai
 Journée mondiale de la serviette,https://www.journee-mondiale.com/323/journee-mondiale-de-la-serviette.htm,25 mai
 Journée internationale des Geek,https://www.journee-mondiale.com/354/journee-internationale-des-geek.htm,25 mai
 Journée nationale de la résistance,https://www.journee-mondiale.com/343/journee-nationale-de-la-resistance.htm,27 mai
 Journée mondiale de l'hygiène menstruelle,https://www.journee-mondiale.com/515/journee-mondiale-de-l-hygiene-menstruelle.htm,28 mai
 Journée Internationale d'action pour la santé des femmes,https://www.journee-mondiale.com/146/journee-internationale-d-action-pour-la-sante-des-femmes.htm,28 mai
 Fête mondiale du jeu,https://www.journee-mondiale.com/256/fete-mondiale-du-jeu.htm,28 mai
 Journée mondiale des communications sociales,https://www.journee-mondiale.com/123/journee-mondiale-des-communications-sociales.htm,29 mai
 Journée Internationale des casques bleus,https://www.journee-mondiale.com/152/journee-internationale-des-casques-bleus.htm,29 mai
 Journée mondiale pour le droit aux origines,https://www.journee-mondiale.com/432/journee-mondiale-pour-le-droit-aux-origines.htm,30 mai
 Journée mondiale de la sclérose en plaques,https://www.journee-mondiale.com/222/journee-mondiale-de-la-sclerose-en-plaques.htm,30 mai
 Journée Mondiale sans tabac,https://www.journee-mondiale.com/164/journee-mondiale-sans-tabac.htm,31 mai
 Journée mondiale du bandeau blanc contre la pauvreté,https://www.journee-mondiale.com/6/journee-mondiale-du-bandeau-blanc-contre-la-pauvrete.htm,1 juillet
 Journée mondiale du reggae,https://www.journee-mondiale.com/391/journee-mondiale-du-reggae.htm,1 juillet
 Journée mondiale des OVNI,https://www.journee-mondiale.com/436/journee-mondiale-des-ovni.htm,2 juillet
 Journée mondiale sans sacs plastique,https://www.journee-mondiale.com/392/journee-mondiale-sans-sacs-plastique.htm,3 juillet
 Journée mondiale du naturisme,https://www.journee-mondiale.com/307/journee-mondiale-du-naturisme.htm,4 juillet
 Journée internationale des coopératives,https://www.journee-mondiale.com/176/journee-internationale-des-cooperatives.htm,4 juillet
 Journée Internationale du baiser,https://www.journee-mondiale.com/330/journee-internationale-du-baiser.htm,6 juillet
 National Video Game Day,https://www.journee-mondiale.com/649/national-video-game-day.htm,8 juillet
 Journée de la destruction des armes légères,https://www.journee-mondiale.com/197/journee-de-la-destruction-des-armes-legeres.htm,9 juillet
" Journée mondiale des ""femmes sans voiles""",https://www.journee-mondiale.com/485/journee-mondiale-des--femmes-sans-voiles-.htm,10 juillet
 Journée Mondiale de la population,https://www.journee-mondiale.com/20/journee-mondiale-de-la-population.htm,11 juillet
 Journée Mondiale de l'Orque,https://www.journee-mondiale.com/661/journee-mondiale-de-l-orque.htm,14 juillet
 Journée mondiale des compétences des jeunes,https://www.journee-mondiale.com/650/journee-mondiale-des-competences-des-jeunes.htm,15 juillet
 Journée mondiale des serpents,https://www.journee-mondiale.com/531/journee-mondiale-des-serpents.htm,16 juillet
 Disquaire day,https://www.journee-mondiale.com/382/disquaire-day.htm,17 juillet
 Journée mondiale des émojis,https://www.journee-mondiale.com/530/journee-mondiale-des-emojis.htm,17 juillet
 Journée mondiale de la justice internationale,https://www.journee-mondiale.com/404/journee-mondiale-de-la-justice-internationale.htm,17 juillet
 Journée internationale Nelson Mandela,https://www.journee-mondiale.com/345/journee-internationale-nelson-mandela.htm,18 juillet
 Journée Internationale des châteaux,https://www.journee-mondiale.com/524/journee-internationale-des-chateaux.htm,19 juillet
 Journée mondiale de la poutine,https://www.journee-mondiale.com/653/journee-mondiale-de-la-poutine.htm,20 juillet
 Journée mondiale du jeu d'échecs,https://www.journee-mondiale.com/612/journee-mondiale-du-jeu-d-echecs.htm,20 juillet
 Journée mondiale de la malbouffe,https://www.journee-mondiale.com/472/journee-mondiale-de-la-malbouffe.htm,21 juillet
 Journée mondiale des dauphins,https://www.journee-mondiale.com/566/journee-mondiale-des-dauphins.htm,23 juillet
 Journée nationale* de la tequila,https://www.journee-mondiale.com/686/journee-nationale-de-la-tequila.htm,24 juillet
 journée internationale des cousins et cousines,https://www.journee-mondiale.com/647/journee-internationale-des-cousins-et-cousines.htm,24 juillet
 Journée mondiale des grands-parents et des personnes âgées,https://www.journee-mondiale.com/657/journee-mondiale-des-grands-parents-et-des-personnes-agees.htm,25 juillet
 Journées mondiales de la jeunesse,https://www.journee-mondiale.com/344/journees-mondiales-de-la-jeunesse.htm,26 juillet
 journée internationale pour la  conservation  de l’écosystème  des  mangroves,https://www.journee-mondiale.com/486/journee-internationale-pour-la--conservation--de-l-ecosysteme--des--mangroves.htm,26 juillet
 Journée internationale du fonio,https://www.journee-mondiale.com/348/journee-internationale-du-fonio.htm,27 juillet
 Journée mondiale contre l'hépatite,https://www.journee-mondiale.com/3/journee-mondiale-contre-l-hepatite.htm,28 juillet
 Journée nationale du rouge à lèvres,https://www.journee-mondiale.com/569/journee-nationale-du-rouge-a-levres.htm,29 juillet
 Journée internationale du tigre,https://www.journee-mondiale.com/448/journee-internationale-du-tigre.htm,29 juillet
 Journée mondiale de la dignité des victimes de la traite d’êtres humains,https://www.journee-mondiale.com/395/journee-mondiale-de-la-dignite-des-victimes-de-la-traite-d-etres-humains.htm,30 juillet
 Journée internationale de l'amitié,https://www.journee-mondiale.com/262/journee-internationale-de-l-amitie.htm,30 juillet
 Journée internationale de la femme africaine,https://www.journee-mondiale.com/442/journee-internationale-de-la-femme-africaine.htm,31 juillet
 Journée Mondiale des administrateurs système,https://www.journee-mondiale.com/297/journee-mondiale-des-administrateurs-systeme.htm,31 juillet
 Journée internationale de la frite belge,https://www.journee-mondiale.com/438/journee-internationale-de-la-frite-belge.htm,1 août
 Semaine Mondiale de l'allaitement maternel,https://www.journee-mondiale.com/7/semaine-mondiale-de-l-allaitement-maternel.htm,1 août
 Journée Mondiale du Capoeiriste,https://www.journee-mondiale.com/332/journee-mondiale-du-capoeiriste.htm,3 août
 Journée mondiale de la bière,https://www.journee-mondiale.com/386/journee-mondiale-de-la-biere.htm,6 août
 Journée internationale du chat,https://www.journee-mondiale.com/349/journee-internationale-du-chat.htm,8 août
 Journée Internationale des Populations autochtones,https://www.journee-mondiale.com/194/journee-internationale-des-populations-autochtones.htm,9 août
 Journée mondiale du lion,https://www.journee-mondiale.com/528/journee-mondiale-du-lion.htm,10 août
 Journée mondiale du Steel Pan,https://www.journee-mondiale.com/615/journee-mondiale-du-steel-pan.htm,11 août
 Journée mondiale des éléphants,https://www.journee-mondiale.com/464/journee-mondiale-des-elephants.htm,12 août
 Journée Internationale de la jeunesse,https://www.journee-mondiale.com/24/journee-internationale-de-la-jeunesse.htm,12 août
 Journée internationale des gauchers,https://www.journee-mondiale.com/31/journee-internationale-des-gauchers.htm,13 août
 Journée mondiale du cerf-volant,https://www.journee-mondiale.com/397/journee-mondiale-du-cerf-volant.htm,16 août
 Journée internationale du chat noir,https://www.journee-mondiale.com/477/journee-internationale-du-chat-noir.htm,17 août
 Journée mondiale de la photographie,https://www.journee-mondiale.com/360/journee-mondiale-de-la-photographie.htm,19 août
 Journée mondiale de l'aide humanitaire,https://www.journee-mondiale.com/246/journee-mondiale-de-l-aide-humanitaire.htm,19 août
 Journée mondiale du moustique,https://www.journee-mondiale.com/622/journee-mondiale-du-moustique.htm,20 août
 Journée internationale du géocaching,https://www.journee-mondiale.com/525/journee-internationale-du-geocaching.htm,21 août
 Journée Internationale du souvenir en hommage aux victimes du terrorisme,https://www.journee-mondiale.com/529/journee-internationale-du-souvenir-en-hommage-aux-victimes-du-terrorisme.htm,21 août
 Journée mondiale Topless,https://www.journee-mondiale.com/437/journee-mondiale-topless.htm,22 août
 Journée internationale de commémoration des personnes victimes  de violences en raison de leur religion ou convictions,https://www.journee-mondiale.com/576/journee-internationale-de-commemoration-des-personnes-victimes--de-violences-en-raison-de-leur-religion-ou-convictions.htm,22 août
 Journée Internationale du souvenir de la traite negrière et de son abolition,https://www.journee-mondiale.com/119/journee-internationale-du-souvenir-de-la-traite-negriere-et-de-son-abolition.htm,23 août
 Journée mondiale pour la fin du spécisme,https://www.journee-mondiale.com/495/journee-mondiale-pour-la-fin-du-specisme.htm,26 août
 Journée mondiale du chien,https://www.journee-mondiale.com/401/journee-mondiale-du-chien.htm,26 août
 Nuit internationale de la chauve-souris,https://www.journee-mondiale.com/350/nuit-internationale-de-la-chauve-souris.htm,28 août
 Journée du noeud papillon,https://www.journee-mondiale.com/617/journee-du-noeud-papillon.htm,28 août
 Journée Internationale contre les essais nucléaires,https://www.journee-mondiale.com/352/journee-internationale-contre-les-essais-nucleaires.htm,29 août
 Journée Internationale des personnes disparues,https://www.journee-mondiale.com/161/journee-internationale-des-personnes-disparues.htm,30 août
 Journée internationale de prévention des overdoses,https://www.journee-mondiale.com/398/journee-internationale-de-prevention-des-overdoses.htm,31 août
 Journée mondiale du blog,https://www.journee-mondiale.com/163/journee-mondiale-du-blog.htm,31 août
 Journée mondiale de prière pour la Création,https://www.journee-mondiale.com/440/journee-mondiale-de-priere-pour-la-creation.htm,1 septembre
 Jour de la démocratie [au Tibet],https://www.journee-mondiale.com/618/jour-de-la-democratie-au-tibet.htm,2 septembre
 Journée mondiale des gratte-ciel,https://www.journee-mondiale.com/619/journee-mondiale-des-gratte-ciel.htm,3 septembre
 Journée mondiale de la barbe,https://www.journee-mondiale.com/467/journee-mondiale-de-la-barbe.htm,4 septembre
 Journée internationale de sensibilisation aux vautours,https://www.journee-mondiale.com/402/journee-internationale-de-sensibilisation-aux-vautours.htm,4 septembre
 Journée mondiale de la santé sexuelle,https://www.journee-mondiale.com/658/journee-mondiale-de-la-sante-sexuelle.htm,4 septembre
 Journée internationale de la charité,https://www.journee-mondiale.com/351/journee-internationale-de-la-charite.htm,5 septembre
 Journée internationale du Blessé Médullaire,https://www.journee-mondiale.com/571/journee-internationale-du-blesse-medullaire.htm,5 septembre
 Journée mondiale des lymphomes,https://www.journee-mondiale.com/57/journee-mondiale-des-lymphomes.htm,6 septembre
 Journées mondiale du fair-play,https://www.journee-mondiale.com/613/journees-mondiale-du-fair-play.htm,7 septembre
 Journée mondiale de la myopathie de Duchenne,https://www.journee-mondiale.com/540/journee-mondiale-de-la-myopathie-de-duchenne.htm,7 septembre
 Journée mondiale de la physiothérapie,https://www.journee-mondiale.com/261/journee-mondiale-de-la-physiotherapie.htm,8 septembre
 Journée Internationale de l'alphabétisation,https://www.journee-mondiale.com/193/journee-internationale-de-l-alphabetisation.htm,8 septembre
 Journée mondiale de sensibilisation au syndrome d’alcoolisation fœtale,https://www.journee-mondiale.com/393/journee-mondiale-de-sensibilisation-au-syndrome-d-alcoolisation-ftale.htm,9 septembre
 Journée mondiale de la peluche...,https://www.journee-mondiale.com/553/journee-mondiale-de-la-peluche---.htm,9 septembre
 Journée Mondiale de prévention du suicide,https://www.journee-mondiale.com/17/journee-mondiale-de-prevention-du-suicide.htm,10 septembre
 Journée mondiale de lutte contre le terrorisme,https://www.journee-mondiale.com/23/journee-mondiale-de-lutte-contre-le-terrorisme.htm,11 septembre
 Journée Mondiale des premiers secours,https://www.journee-mondiale.com/36/journee-mondiale-des-premiers-secours.htm,11 septembre
 Journée nationale de la marche nordique,https://www.journee-mondiale.com/584/journee-nationale-de-la-marche-nordique.htm,11 septembre
 Journée Internationale des Nations-Unies pour la coopération Sud-Sud,https://www.journee-mondiale.com/82/journee-internationale-des-nations-unies-pour-la-cooperation-sud-sud.htm,12 septembre
 Journée Mondiale des programmeurs et développeurs,https://www.journee-mondiale.com/394/journee-mondiale-des-programmeurs-et-developpeurs.htm,13 septembre
 Journée Mondiale contre la Septicémie,https://www.journee-mondiale.com/551/journee-mondiale-contre-la-septicemie.htm,13 septembre
 Journée Internationale pour la liberté de l'instruction,https://www.journee-mondiale.com/247/journee-internationale-pour-la-liberte-de-l-instruction.htm,15 septembre
 Journée internationale de la démocratie,https://www.journee-mondiale.com/206/journee-internationale-de-la-democratie.htm,15 septembre
 Journée du transport public,https://www.journee-mondiale.com/248/journee-du-transport-public.htm,16 septembre
 Journée Internationale de la protection de la couche d'ozone,https://www.journee-mondiale.com/67/journee-internationale-de-la-protection-de-la-couche-d-ozone.htm,16 septembre
 Semaine européenne de la mobilité,https://www.journee-mondiale.com/527/semaine-europeenne-de-la-mobilite.htm,16 septembre
 Journée Mondiale de l'Arthrose,https://www.journee-mondiale.com/552/journee-mondiale-de-l-arthrose.htm,17 septembre
 Journées européennes du patrimoine,https://www.journee-mondiale.com/406/journees-europeennes-du-patrimoine.htm,18 septembre
 Journée mondiale du nettoyage,https://www.journee-mondiale.com/542/journee-mondiale-du-nettoyage.htm,18 septembre
 Journée mondiale du logiciel libre,https://www.journee-mondiale.com/405/journee-mondiale-du-logiciel-libre.htm,18 septembre
 Journée Internationale du Parler Pirate,https://www.journee-mondiale.com/87/journee-internationale-du-parler-pirate.htm,19 septembre
 Journée Européenne de la psychomotricité,https://www.journee-mondiale.com/489/journee-europeenne-de-la-psychomotricite.htm,19 septembre
 Journée internationale du sport universitaire,https://www.journee-mondiale.com/563/journee-internationale-du-sport-universitaire.htm,20 septembre
 Journée Européenne de la prostate,https://www.journee-mondiale.com/58/journee-europeenne-de-la-prostate.htm,20 septembre
 Semaine Européenne du développement durable,https://www.journee-mondiale.com/526/semaine-europeenne-du-developpement-durable.htm,20 septembre
