type,url,date
 Journée Internationale de la paix,https://www.journee-mondiale.com/110/journee-internationale-de-la-paix.htm,21 septembre
 Journée internationale de la bibliodiversité,https://www.journee-mondiale.com/445/journee-internationale-de-la-bibliodiversite.htm,21 septembre
 Journée européenne des initiatives citoyennes de transition,https://www.journee-mondiale.com/570/journee-europeenne-des-initiatives-citoyennes-de-transition.htm,21 septembre
 Journée Mondiale de la maladie d'Alzheimer,https://www.journee-mondiale.com/109/journee-mondiale-de-la-maladie-d-alzheimer.htm,21 septembre
 Journée nationale du refus de l'échec scolaire,https://www.journee-mondiale.com/212/journee-nationale-du-refus-de-l-echec-scolaire.htm,22 septembre
 Journee mondiale de sensibilisation à la leucémie myéloïde chronique,https://www.journee-mondiale.com/267/journee-mondiale-de-sensibilisation-a-la-leucemie-myeloide-chronique.htm,22 septembre
 Journée Mondiale sans voiture,https://www.journee-mondiale.com/118/journee-mondiale-sans-voiture.htm,22 septembre
 Journée mondiale du rhinocéros,https://www.journee-mondiale.com/450/journee-mondiale-du-rhinoceros.htm,22 septembre
 Journée internationale des langues des signes,https://www.journee-mondiale.com/655/journee-internationale-des-langues-des-signes.htm,23 septembre
 journée internationale de la maladie de Willis-Ekbom,https://www.journee-mondiale.com/474/journee-internationale-de-la-maladie-de-willis-ekbom.htm,23 septembre
 Journée de la bisexualité,https://www.journee-mondiale.com/407/journee-de-la-bisexualite.htm,23 septembre
 Nuit européenne des chercheurs,https://www.journee-mondiale.com/446/nuit-europeenne-des-chercheurs.htm,24 septembre
 Journée Mondiale contre les brevets logiciels,https://www.journee-mondiale.com/202/journee-mondiale-contre-les-brevets-logiciels.htm,24 septembre
 Journée Mondiale des sourds,https://www.journee-mondiale.com/156/journee-mondiale-des-sourds.htm,25 septembre
 Journée mondiale des pharmaciens,https://www.journee-mondiale.com/623/journee-mondiale-des-pharmaciens.htm,25 septembre
 Journée mondiale du rêve,https://www.journee-mondiale.com/682/journee-mondiale-du-reve.htm,25 septembre
 Journée internationale pour l'élimination totale des armes nucléaires,https://www.journee-mondiale.com/669/journee-internationale-pour-l-elimination-totale-des-armes-nucleaires.htm,26 septembre
 Journée mondiale de la contraception,https://www.journee-mondiale.com/207/journee-mondiale-de-la-contraception.htm,26 septembre
 Journée Mondiale du migrant et du réfugié,https://www.journee-mondiale.com/217/journee-mondiale-du-migrant-et-du-refugie.htm,26 septembre
 Journée Européenne des langues,https://www.journee-mondiale.com/142/journee-europeenne-des-langues.htm,26 septembre
 Journée mondiale du tourisme,https://www.journee-mondiale.com/250/journee-mondiale-du-tourisme.htm,27 septembre
 Journée Internationale du droit d'accès à l'information,https://www.journee-mondiale.com/443/journee-internationale-du-droit-d-acces-a-l-information.htm,28 septembre
 Journée mondiale contre la rage,https://www.journee-mondiale.com/353/journee-mondiale-contre-la-rage.htm,28 septembre
 Journée mondiale du droit à l'avortement,https://www.journee-mondiale.com/453/journee-mondiale-du-droit-a-l-avortement.htm,28 septembre
 Journée Mondiale du coeur,https://www.journee-mondiale.com/133/journee-mondiale-du-coeur.htm,29 septembre
 Journée mondiale de la traduction,https://www.journee-mondiale.com/204/journee-mondiale-de-la-traduction.htm,30 septembre
 Journée Mondiale de la mer,https://www.journee-mondiale.com/162/journee-mondiale-de-la-mer.htm,30 septembre
 Journée mondiale du végétarisme,https://www.journee-mondiale.com/409/journee-mondiale-du-vegetarisme.htm,1 octobre
 Journée mondiale de l'urticaire,https://www.journee-mondiale.com/408/journee-mondiale-de-l-urticaire.htm,1 octobre
 Journée Mondiale du chocolat,https://www.journee-mondiale.com/283/journee-mondiale-du-chocolat.htm,1 octobre
 Journée internationale du raton laveur,https://www.journee-mondiale.com/668/journee-internationale-du-raton-laveur.htm,1 octobre
 Journée Internationale des personnes âgées,https://www.journee-mondiale.com/9/journee-internationale-des-personnes-agees.htm,1 octobre
 Journée Internationale de la musique,https://www.journee-mondiale.com/8/journee-internationale-de-la-musique.htm,1 octobre
 Journée internationale du café,https://www.journee-mondiale.com/419/journee-internationale-du-cafe.htm,1 octobre
 Journée mondiale du sourire,https://www.journee-mondiale.com/491/journee-mondiale-du-sourire.htm,1 octobre
 Journée Internationale de la non violence,https://www.journee-mondiale.com/203/journee-internationale-de-la-non-violence.htm,2 octobre
" Journée nationale du ""petit ami""",https://www.journee-mondiale.com/664/journee-nationale-du--petit-ami-.htm,3 octobre
 Journée Mondiale de l'habitat,https://www.journee-mondiale.com/173/journee-mondiale-de-l-habitat.htm,4 octobre
 Journée mondiale de l'architecture,https://www.journee-mondiale.com/439/journee-mondiale-de-l-architecture.htm,4 octobre
 Journée des grands parents,https://www.journee-mondiale.com/541/journee-des-grands-parents.htm,4 octobre
 Journée nationale des aveugles et malvoyants,https://www.journee-mondiale.com/169/journee-nationale-des-aveugles-et-malvoyants.htm,4 octobre
 Journée Mondiale des animaux,https://www.journee-mondiale.com/168/journee-mondiale-des-animaux.htm,4 octobre
 Journée Mondiale des enseignantes et des enseignants,https://www.journee-mondiale.com/172/journee-mondiale-des-enseignantes-et-des-enseignants.htm,5 octobre
 Journée nationale des aidants,https://www.journee-mondiale.com/355/journee-nationale-des-aidants.htm,6 octobre
 Journée mondiale de la paralysie cérébrale,https://www.journee-mondiale.com/533/journee-mondiale-de-la-paralysie-cerebrale.htm,6 octobre
 Journée mondiale d'action pour le travail décent,https://www.journee-mondiale.com/184/journee-mondiale-d-action-pour-le-travail-decent.htm,7 octobre
 Journée Mondiale de La Poste,https://www.journee-mondiale.com/201/journee-mondiale-de-la-poste.htm,8 octobre
 Journée mondiale de l'oeuf,https://www.journee-mondiale.com/357/journee-mondiale-de-l-oeuf.htm,8 octobre
 Journée internationale du poulpe,https://www.journee-mondiale.com/665/journee-internationale-du-poulpe.htm,8 octobre
 Journée internationale du squash,https://www.journee-mondiale.com/282/journee-internationale-du-squash.htm,9 octobre
 Journée mondiale des soins palliatifs,https://www.journee-mondiale.com/22/journee-mondiale-des-soins-palliatifs.htm,9 octobre
 Journée nationale des DYS,https://www.journee-mondiale.com/13/journee-nationale-des-dys.htm,9 octobre
 Journée Mondiale du handicap,https://www.journee-mondiale.com/200/journee-mondiale-du-handicap.htm,9 octobre
 Journée internationale de solidarité avec les peuples amérindiens,https://www.journee-mondiale.com/356/journee-internationale-de-solidarite-avec-les-peuples-amerindiens.htm,10 octobre
 Journée Mondiale de la santé mentale,https://www.journee-mondiale.com/14/journee-mondiale-de-la-sante-mentale.htm,10 octobre
 Journée internationale de l'X fragile,https://www.journee-mondiale.com/534/journee-internationale-de-l-x-fragile.htm,10 octobre
 Journée Mondiale contre la peine de mort,https://www.journee-mondiale.com/15/journee-mondiale-contre-la-peine-de-mort.htm,10 octobre
 Journée Internationale des Filles,https://www.journee-mondiale.com/284/journee-internationale-des-filles.htm,11 octobre
 Journée Internationale du coming out,https://www.journee-mondiale.com/268/journee-internationale-du-coming-out.htm,11 octobre
 Jour de Christophe Colomb,https://www.journee-mondiale.com/410/jour-de-christophe-colomb.htm,11 octobre
 Journée mondiale de l'arthrite,https://www.journee-mondiale.com/490/journee-mondiale-de-l-arthrite.htm,12 octobre
 Journée Internationale de la prévention des catastrophes naturelles,https://www.journee-mondiale.com/43/journee-internationale-de-la-prevention-des-catastrophes-naturelles.htm,13 octobre
 Journée mondiale de la thrombose,https://www.journee-mondiale.com/678/journee-mondiale-de-la-thrombose.htm,13 octobre
 Journée nationale de la sécurité routière,https://www.journee-mondiale.com/35/journee-nationale-de-la-securite-routiere.htm,13 octobre
 Journée internationale du hamburger,https://www.journee-mondiale.com/471/journee-internationale-du-hamburger.htm,13 octobre
 Journée nationale de la qualité de l'air,https://www.journee-mondiale.com/487/journee-nationale-de-la-qualite-de-l-air.htm,14 octobre
 Journée mondiale pour la vue,https://www.journee-mondiale.com/16/journee-mondiale-pour-la-vue.htm,14 octobre
 Journée Mondiale pour la normalisation,https://www.journee-mondiale.com/44/journee-mondiale-pour-la-normalisation.htm,14 octobre
 Journée Mondiale du lavage des mains,https://www.journee-mondiale.com/54/journee-mondiale-du-lavage-des-mains.htm,15 octobre
 Journée mondiale de sensibilisation au deuil périnatal.,https://www.journee-mondiale.com/300/journee-mondiale-de-sensibilisation-au-deuil-perinatal-.htm,15 octobre
 Journée Internationale de la Canne Blanche,https://www.journee-mondiale.com/53/journee-internationale-de-la-canne-blanche.htm,15 octobre
 Journée Internationale de la femme rurale,https://www.journee-mondiale.com/55/journee-internationale-de-la-femme-rurale.htm,15 octobre
 Journée internationale des fossiles,https://www.journee-mondiale.com/494/journee-internationale-des-fossiles.htm,15 octobre
 Journée nationale des toxicomanies,https://www.journee-mondiale.com/56/journee-nationale-des-toxicomanies.htm,15 octobre
 Journée mondiale de la colonne vertébrale,https://www.journee-mondiale.com/289/journee-mondiale-de-la-colonne-vertebrale.htm,16 octobre
 Journée Mondiale de l'alimentation,https://www.journee-mondiale.com/64/journee-mondiale-de-l-alimentation.htm,16 octobre
 Journée mondiale du pain,https://www.journee-mondiale.com/265/journee-mondiale-du-pain.htm,16 octobre
 Journée mondiale du don d'organes et de la greffe,https://www.journee-mondiale.com/74/journee-mondiale-du-don-d-organes-et-de-la-greffe.htm,17 octobre
 Journée Mondiale du refus de la misère,https://www.journee-mondiale.com/75/journee-mondiale-du-refus-de-la-misere.htm,17 octobre
 Journée Mondiale de la ménopause,https://www.journee-mondiale.com/81/journee-mondiale-de-la-menopause.htm,18 octobre
 Journée mondiale contre la douleur,https://www.journee-mondiale.com/30/journee-mondiale-contre-la-douleur.htm,18 octobre
 Journée mondiale contre le cancer du sein,https://www.journee-mondiale.com/666/journee-mondiale-contre-le-cancer-du-sein.htm,19 octobre
 Journée Internationale des Cuisiniers,https://www.journee-mondiale.com/211/journee-internationale-des-cuisiniers.htm,20 octobre
 Journée Mondiale de l'ostéoporose,https://www.journee-mondiale.com/100/journee-mondiale-de-l-osteoporose.htm,20 octobre
 Journée mondiale de la statistique,https://www.journee-mondiale.com/449/journee-mondiale-de-la-statistique.htm,20 octobre
 Journée Internationale pour la Résolution des Conflits,https://www.journee-mondiale.com/253/journee-internationale-pour-la-resolution-des-conflits.htm,21 octobre
 Journée mondiale des vers de terre,https://www.journee-mondiale.com/624/journee-mondiale-des-vers-de-terre.htm,21 octobre
 Journée mondiale du Champagne (Champagne' Day),https://www.journee-mondiale.com/575/journee-mondiale-du-champagne-champagne--day.htm,22 octobre
 Journée mondiale de l'énergie,https://www.journee-mondiale.com/544/journee-mondiale-de-l-energie.htm,22 octobre
 Journée Mondiale du bégaiement,https://www.journee-mondiale.com/117/journee-mondiale-du-begaiement.htm,22 octobre
 Journée internationale du léopard des neiges,https://www.journee-mondiale.com/667/journee-internationale-du-leopard-des-neiges.htm,23 octobre
 Journée des Nations Unies,https://www.journee-mondiale.com/252/journee-des-nations-unies.htm,24 octobre
 Journée mondiale de lutte contre la polio,https://www.journee-mondiale.com/359/journee-mondiale-de-lutte-contre-la-polio.htm,24 octobre
 Journée Mondiale d'information sur le développement,https://www.journee-mondiale.com/125/journee-mondiale-d-information-sur-le-developpement.htm,24 octobre
 Journée missionnaire mondiale,https://www.journee-mondiale.com/66/journee-missionnaire-mondiale.htm,24 octobre
 Journée Mondiale des pâtes,https://www.journee-mondiale.com/210/journee-mondiale-des-pates.htm,25 octobre
 Journée européenne de la justice,https://www.journee-mondiale.com/501/journee-europeenne-de-la-justice.htm,25 octobre
 Journée de la visibilité intersexe,https://www.journee-mondiale.com/621/journee-de-la-visibilite-intersexe.htm,26 octobre
 Journée mondiale de l'amylose,https://www.journee-mondiale.com/674/journee-mondiale-de-l-amylose.htm,26 octobre
 Journée mondiale du patrimoine audiovisuel,https://www.journee-mondiale.com/254/journee-mondiale-du-patrimoine-audiovisuel.htm,27 octobre
 Journée mondiale de l'ergothérapie,https://www.journee-mondiale.com/400/journee-mondiale-de-l-ergotherapie.htm,27 octobre
 Journée européenne de la dépression,https://www.journee-mondiale.com/285/journee-europeenne-de-la-depression.htm,27 octobre
 Journée mondiale du judo,https://www.journee-mondiale.com/286/journee-mondiale-du-judo.htm,28 octobre
 Journée mondiale du cinéma d'animation,https://www.journee-mondiale.com/260/journee-mondiale-du-cinema-d-animation.htm,28 octobre
 Journée Internationale de la langue et de la culture créoles,https://www.journee-mondiale.com/148/journee-internationale-de-la-langue-et-de-la-culture-creoles.htm,28 octobre
 Journée mondiale des accidents vasculaires cérébraux,https://www.journee-mondiale.com/154/journee-mondiale-des-accidents-vasculaires-cerebraux.htm,29 octobre
 Journée Mondiale du psoriasis,https://www.journee-mondiale.com/155/journee-mondiale-du-psoriasis.htm,29 octobre
 Journée mondiale de la Vie,https://www.journee-mondiale.com/288/journee-mondiale-de-la-vie.htm,30 octobre
 Journée mondiale de l'épargne,https://www.journee-mondiale.com/361/journee-mondiale-de-l-epargne.htm,31 octobre
 Journée Mondiale Végane,https://www.journee-mondiale.com/291/journee-mondiale-vegane.htm,1 novembre
 Journée internationale de la fin de l’impunité pour les crimes commis contre des journalistes,https://www.journee-mondiale.com/412/journee-internationale-de-la-fin-de-l-impunite-pour-les-crimes-commis-contre-des-journalistes.htm,2 novembre
 Journée Mondiale de la gentillesse,https://www.journee-mondiale.com/209/journee-mondiale-de-la-gentillesse.htm,3 novembre
 Journée du bon sens,https://www.journee-mondiale.com/625/journee-du-bon-sens.htm,4 novembre
 Journée annuelle des parents au bureau,https://www.journee-mondiale.com/460/journee-annuelle-des-parents-au-bureau.htm,5 novembre
 Journée mondiale de sensibilisation aux tsunamis,https://www.journee-mondiale.com/561/journee-mondiale-de-sensibilisation-aux-tsunamis.htm,5 novembre
 Journée mondiale de la langue Romani,https://www.journee-mondiale.com/562/journee-mondiale-de-la-langue-romani.htm,5 novembre
 Journée Internationale pour la préservation de l'environnement en temps de guerre,https://www.journee-mondiale.com/177/journee-internationale-pour-la-preservation-de-l-environnement-en-temps-de-guerre.htm,6 novembre
 Journée Mondiale sans papier,https://www.journee-mondiale.com/290/journee-mondiale-sans-papier.htm,6 novembre
 Journée Internationale de l'écrivain africain,https://www.journee-mondiale.com/183/journee-internationale-de-l-ecrivain-africain.htm,7 novembre
 Semaine mondiale de l'entrepreneur,https://www.journee-mondiale.com/314/semaine-mondiale-de-l-entrepreneur.htm,8 novembre
 Journée internationale de la radiologie,https://www.journee-mondiale.com/388/journee-internationale-de-la-radiologie.htm,8 novembre
 Mois de l'économie sociale et solidaire,https://www.journee-mondiale.com/626/mois-de-l-economie-sociale-et-solidaire.htm,9 novembre
 Journée mondiale de sensibilisation aux tumeurs neuro-endocrines,https://www.journee-mondiale.com/292/journee-mondiale-de-sensibilisation-aux-tumeurs-neuro-endocrines.htm,10 novembre
 Journée internationale des stagiaires,https://www.journee-mondiale.com/457/journee-internationale-des-stagiaires.htm,10 novembre
 Journée Mondiale de la science au service de la paix et du développement,https://www.journee-mondiale.com/12/journee-mondiale-de-la-science-au-service-de-la-paix-et-du-developpement.htm,10 novembre
 Journée mondiale du kératocône,https://www.journee-mondiale.com/590/journee-mondiale-du-keratocone.htm,10 novembre
 Journée mondiale de la qualité,https://www.journee-mondiale.com/322/journee-mondiale-de-la-qualite.htm,11 novembre
 Journée mondiale de l'utilisabilité,https://www.journee-mondiale.com/34/journee-mondiale-de-l-utilisabilite.htm,11 novembre
 Journée internationale des célibataires,https://www.journee-mondiale.com/535/journee-internationale-des-celibataires.htm,11 novembre
 Journée Mondiale de la pneumonie,https://www.journee-mondiale.com/293/journee-mondiale-de-la-pneumonie.htm,12 novembre
 Journée mondiale de la vasectomie,https://www.journee-mondiale.com/459/journee-mondiale-de-la-vasectomie.htm,13 novembre
 Journée mondiale des pauvres,https://www.journee-mondiale.com/545/journee-mondiale-des-pauvres.htm,14 novembre
 Journée mondiale du diabète,https://www.journee-mondiale.com/42/journee-mondiale-du-diabete.htm,14 novembre
 Journée mondiale des écrivains en prison,https://www.journee-mondiale.com/52/journee-mondiale-des-ecrivains-en-prison.htm,15 novembre
 Journée Internationale de la tolérance,https://www.journee-mondiale.com/63/journee-internationale-de-la-tolerance.htm,16 novembre
 Journée Mondiale de la Prématurité,https://www.journee-mondiale.com/215/journee-mondiale-de-la-prematurite.htm,17 novembre
 Journée internationale des GIS (systèmes d'information géographiques),https://www.journee-mondiale.com/451/journee-internationale-des-gis-systemes-d-information-geographiques.htm,17 novembre
 Journée de la Philosophie à l'UNESCO,https://www.journee-mondiale.com/80/journee-de-la-philosophie-a-l-unesco.htm,18 novembre
 Journée européenne d'information sur les antibiotiques,https://www.journee-mondiale.com/358/journee-europeenne-d-information-sur-les-antibiotiques.htm,18 novembre
 Journée nationale de lutte contre le harcèlement scolaire,https://www.journee-mondiale.com/456/journee-nationale-de-lutte-contre-le-harcelement-scolaire.htm,18 novembre
 Journée internationale de l'homme,https://www.journee-mondiale.com/321/journee-internationale-de-l-homme.htm,19 novembre
 Journée Mondiale des toilettes,https://www.journee-mondiale.com/255/journee-mondiale-des-toilettes.htm,19 novembre
 Journée mondiale pour la prévention des abus envers les enfants,https://www.journee-mondiale.com/85/journee-mondiale-pour-la-prevention-des-abus-envers-les-enfants.htm,19 novembre
 Journée mondiale du jeu vidéo,https://www.journee-mondiale.com/259/journee-mondiale-du-jeu-video.htm,19 novembre
 Journée nationale des assistantes maternelles,https://www.journee-mondiale.com/362/journee-nationale-des-assistantes-maternelles.htm,19 novembre
 Journée Mondiale pour l'industrialisation de l'Afrique,https://www.journee-mondiale.com/97/journee-mondiale-pour-l-industrialisation-de-l-afrique.htm,20 novembre
 Journée Internationale des droits de l'enfant,https://www.journee-mondiale.com/98/journee-internationale-des-droits-de-l-enfant.htm,20 novembre
 Journée nationale contre l'herpés,https://www.journee-mondiale.com/99/journee-nationale-contre-l-herpes.htm,20 novembre
 Journée internationale du souvenir trans,https://www.journee-mondiale.com/213/journee-internationale-du-souvenir-trans.htm,20 novembre
 Journée Mondiale des pecheurs artisans et des travailleurs de la mer,https://www.journee-mondiale.com/107/journee-mondiale-des-pecheurs-artisans-et-des-travailleurs-de-la-mer.htm,21 novembre
 Journée Mondiale de la Télévision,https://www.journee-mondiale.com/108/journee-mondiale-de-la-television.htm,21 novembre
 Journée mondiale contre les Broncho-Pneumopathies Chroniques Obstructives,https://www.journee-mondiale.com/86/journee-mondiale-contre-les-broncho-pneumopathies-chroniques-obstructives.htm,21 novembre
 Journée mondiale du souvenir des victimes des accidents de la route,https://www.journee-mondiale.com/364/journee-mondiale-du-souvenir-des-victimes-des-accidents-de-la-route.htm,21 novembre
 Semaine européenne de réduction des déchets,https://www.journee-mondiale.com/458/semaine-europeenne-de-reduction-des-dechets.htm,22 novembre
 C'est la journée de la chicorée,https://www.journee-mondiale.com/675/c-est-la-journee-de-la-chicoree.htm,23 novembre
 Journée internationale de la Bible,https://www.journee-mondiale.com/415/journee-internationale-de-la-bible.htm,24 novembre
 Journée mondiale anti foie gras,https://www.journee-mondiale.com/414/journee-mondiale-anti-foie-gras.htm,25 novembre
 Journée Internationale pour l'élimination de la violence à l'égard des femmes,https://www.journee-mondiale.com/132/journee-internationale-pour-l-elimination-de-la-violence-a-l-egard-des-femmes.htm,25 novembre
 Journée internationale des professeurs de français,https://www.journee-mondiale.com/659/journee-internationale-des-professeurs-de-francais.htm,25 novembre
 Journée internationale des aides-soignants,https://www.journee-mondiale.com/363/journee-internationale-des-aides-soignants.htm,26 novembre
 Journée mondiale de l'olivier,https://www.journee-mondiale.com/677/journee-mondiale-de-l-olivier.htm,26 novembre
 Journée Mondiale Sans Achats,https://www.journee-mondiale.com/141/journee-mondiale-sans-achats.htm,27 novembre
 il y a beaucoup de naissances célèbres ce jour là,https://www.journee-mondiale.com/676/il-y-a-beaucoup-de-naissances-celebres-ce-jour-la.htm,28 novembre
 Journée Internationale de solidarité avec le peuple palestinien,https://www.journee-mondiale.com/153/journee-internationale-de-solidarite-avec-le-peuple-palestinien.htm,29 novembre
 Journée mondiale des Villes pour la Vie,https://www.journee-mondiale.com/627/journee-mondiale-des-villes-pour-la-vie.htm,30 novembre
 Journée mondiale de la générosité,https://www.journee-mondiale.com/548/journee-mondiale-de-la-generosite.htm,30 novembre
 Journée Mondiale de la lutte contre le SIDA,https://www.journee-mondiale.com/4/journee-mondiale-de-la-lutte-contre-le-sida.htm,1 décembre
 Journée Internationale pour l'abolition de l'esclavage,https://www.journee-mondiale.com/89/journee-internationale-pour-l-abolition-de-l-esclavage.htm,2 décembre
 Journée internationale de la samba,https://www.journee-mondiale.com/520/journee-internationale-de-la-samba.htm,2 décembre
 Journée nationale du cinéma indépendant,https://www.journee-mondiale.com/157/journee-nationale-du-cinema-independant.htm,3 décembre
 Journée Internationale des personnes handicapées,https://www.journee-mondiale.com/158/journee-internationale-des-personnes-handicapees.htm,3 décembre
 Journée internationale des banques,https://www.journee-mondiale.com/593/journee-internationale-des-banques.htm,4 décembre
 Journée Internationale du Ninja,https://www.journee-mondiale.com/295/journee-internationale-du-ninja.htm,5 décembre
 Journée Mondiale de l'égalité des chances,https://www.journee-mondiale.com/454/journee-mondiale-de-l-egalite-des-chances.htm,5 décembre
 Journée mondiale des sols,https://www.journee-mondiale.com/416/journee-mondiale-des-sols.htm,5 décembre
 Journée mondiale du bénévolat,https://www.journee-mondiale.com/122/journee-mondiale-du-benevolat.htm,5 décembre
 journée française de la maladie d'Huntington,https://www.journee-mondiale.com/374/journee-francaise-de-la-maladie-d-huntington.htm,6 décembre
 Journée Internationale de l'aviation civile,https://www.journee-mondiale.com/181/journee-internationale-de-l-aviation-civile.htm,7 décembre
 Journée Mondiale du Climat,https://www.journee-mondiale.com/187/journee-mondiale-du-climat.htm,8 décembre
 Journée internationale de prévention des génocides,https://www.journee-mondiale.com/499/journee-internationale-de-prevention-des-genocides.htm,9 décembre
 Journée Mondiale des Nations Unies contre la corruption,https://www.journee-mondiale.com/195/journee-mondiale-des-nations-unies-contre-la-corruption.htm,9 décembre
 Journée nationale de la laïcité,https://www.journee-mondiale.com/421/journee-nationale-de-la-laicite.htm,9 décembre
 Journée internationale pour les droits des animaux,https://www.journee-mondiale.com/298/journee-internationale-pour-les-droits-des-animaux.htm,10 décembre
 Journée Mondiale des droits de l'Homme,https://www.journee-mondiale.com/10/journee-mondiale-des-droits-de-l-homme.htm,10 décembre
 Journée Internationale de la montagne,https://www.journee-mondiale.com/18/journee-internationale-de-la-montagne.htm,11 décembre
 Journée mondiale des enfants partis trop tôt.,https://www.journee-mondiale.com/466/journee-mondiale-des-enfants-partis-trop-tot-.htm,12 décembre
 Journée internationale de la musique  Métal,https://www.journee-mondiale.com/502/journee-internationale-de-la-musique--metal.htm,12 décembre
 Journée mondiale du chant choral,https://www.journee-mondiale.com/37/journee-mondiale-du-chant-choral.htm,12 décembre
 Journée mondiale des Otakus,https://www.journee-mondiale.com/462/journee-mondiale-des-otakus.htm,13 décembre
 Journée mondiale de rien du tout,https://www.journee-mondiale.com/629/journee-mondiale-de-rien-du-tout.htm,14 décembre
 Journée [universelle] de l'esperanto,https://www.journee-mondiale.com/281/journee-universelle-de-l-esperanto.htm,15 décembre
 ... on va pouvoir souffler un peu !,https://www.journee-mondiale.com/630/----on-va-pouvoir-souffler-un-peu--.htm,16 décembre
 Journée internationale du pull de Noël,https://www.journee-mondiale.com/463/journee-internationale-du-pull-de-noel.htm,17 décembre
 Journée internationale de lutte contre les violences faites aux travailleuses du sexe,https://www.journee-mondiale.com/685/journee-internationale-de-lutte-contre-les-violences-faites-aux-travailleuses-du-sexe.htm,17 décembre
 Journée mondiale pour la langue Arabe,https://www.journee-mondiale.com/287/journee-mondiale-pour-la-langue-arabe.htm,18 décembre
 Journée internationale des migrants,https://www.journee-mondiale.com/76/journee-internationale-des-migrants.htm,18 décembre
 Journée internationale de la solidarité humaine,https://www.journee-mondiale.com/461/journee-internationale-de-la-solidarite-humaine.htm,20 décembre
 Journée Mondiale de l'Orgasme...,https://www.journee-mondiale.com/302/journee-mondiale-de-l-orgasme---.htm,21 décembre
 c'est pas une raison pour ne pas souhaiter un Joyeux Noël !,https://www.journee-mondiale.com/496/c-est-pas-une-raison-pour-ne-pas-souhaiter-un-joyeux-noel--.htm,25 décembre
 C'est le jour des boites...,https://www.journee-mondiale.com/595/c-est-le-jour-des-boites---.htm,26 décembre
 Journée internationale de la préparation aux épidémies,https://www.journee-mondiale.com/680/journee-internationale-de-la-preparation-aux-epidemies.htm,27 décembre
 On en profite pour répondre à une question parfois posée...,https://www.journee-mondiale.com/596/on-en-profite-pour-repondre-a-une-question-parfois-posee---.htm,30 décembre
